Sports_tags,number,overlap_num,overlap_word
v,1,399,"['spotv', 'shootforlove', '베어스tv', 'bearspotv', 'clevelandcavaliers', 'cavaliers', 'curve', '아프리카tv', 'cavs', 'afreecatv', 'u23vi?tnam', 'vi?tnam', 'vleague', 'live', 'vietnamfootball', 'vpf', 'vpfmedia', 'vpfchanel', 'cleveland', 'livecurling', 'worldcurlingtv', 'wctv', 'vietnam', 'bongđavi?tnam', 'vff', 'vs', 'đ?ituy?nvi?tnam', 'liverpool', 'clevelandcavaliersvsbostoncelticsfullgamehighlights', 'celticsvscavaliersfullgamehighlights', 'u23vietnam', 'cavsvsceltics', 'clevelandcavaliersvsbostoncelticshighlights', 'clevelandvsboston', 'cavaliersvscelticsfullgamehighlights', 'toyotavleague2017', 'ryunivia', 'v-league2017', 'vođ?ch', 'vffchannel', 'raptorsvscavaliersfullgamehighlights', 'clevelandvstoronto', 'clevelandcavaliersvstorontoraptorshighlights', 'clevelandcavaliersvstorontoraptorsfullgamehighlights', 'đtu23vi?tnam', 'cavaliersvsraptorsfullgamehighlights', 'vtv6', 'đ?ituy?nu23vi?tnam', 'goldenstatewarriorsvsneworleanspelicanshighlights', 'pelicansvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsneworleanspelicansfullgamehighlights', 'gswarriorsvspelicansfullgamehighlights', 'goldenstatevsneworleans', 'adaptive', 'av', 'irving', 'clevelandcavaliersvsgoldenstatewarriorsfullgamehighlights', 'vleague2018', 'v?ntoan', 'v?nthanh', 'gswarriorsvsspursfullgamehighlights', 'goldenstatewarriorsvssanantoniospurshighlights', 'goldenstatevssanantonio', 'goldenstatewarriorsvssanantoniospursfullgamehighlights', 'spursvsgswarriorsfullgamehighlights', 'sp:vl=en-us', 'goldenstatevsboston', 'celticsvswarriors', 'goldenstatewarriorsvsbostoncelticshighlights', 'gswarriorsvsceltics', 'clevelandcavaliersvsindianapacersfullgamehighlights', 'vi?tnamvođ?ch', 'dodgersvsnationals', 'cavaliersvspacersfullgamehighlights', 'pacersvscavaliersfullgamehighlights', 'clevelandcavaliersvsindianapacershighlights', 'clevelandvsindiana', 'warriorsvscelticsfullgamehighlights', 'djokovic', 'novakdjokovic', 'videos', 'defensive', 'cavaliersvscelticsgame1', 'celticsvscavaliersgame1', 'chinavolleyballleague2017', 'shanghaivsjiangsu', 'warriorsvspelicansgame4', 'pelicansvswarriorsgame4', 'valencia', 'uckynrfrd1eedy-lxvccdoca', 'stevens', 'zlatanibrahimovicdebut', 'vi?tnamvsafghanistan', 'hlvtr??ng', 'v.league', 'lecongvinh', 'zlatanibrahimovicgoals', 'ibrahimovic', 'zlatanibrahimovic', 'lagalaxyzlatanibrahimovic', 'cavaliersvswarriors', 'warriorsvscavaliers', 'v?nquy?t', 'goldenstatewarriorsvsbostoncelticsfullgamehighlights', 'vffnews', 'u23vi?tnamvsu23iraq', 'gswvsceltics', '소캐tv', '스페인vs아르헨티나하이라이트', '스페인vs아르헨티나', 'cavaliersvshawksfullgamehighlights', 'clevelandvsatlanta', 'hawksvscavaliers', 'cavsvshawks', 'cavaliersvshawks', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', '바둑tv', 'tv', 'vs게임', 'vs놀이', 'germanyvsfrancefullmatch-highlights&goals', 'celticsvsbucksfullgamehighlights', 'bucksvscelticsfullgamehighlights', 'livestream', 'tr?cti?pvtv6', 'tr?cti?pvleague', 'thairathtv', 'oklahomacityvsgoldenstate', 'gswarriorsvsokcthunderfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'warriorsvsthunder', 'okcthundervsgswarriorsfullgamehighlights', 'thundervswarriors', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'warriorsvsspurs', 'spursvswarriors', 'gmtv', 'grandsmatchstv', 'nepalvszimbabwe', 'minhv??ng', 'november', 'cavani', 'livecricketscore', 'sharadvesawkar', 'v?ns?n', 'cavaliersvspacersgame2', 'pacersvscavaliersgame2', 'cavsvspacers', '토트넘vs본머스하이라이트', '손흥민vs본머스', '손흥민vs본머스볼터치', 'valeriemaltias', 'alexanderzverev', 'vietnamsoccer', 'u23vi?tnamvsu23qatar', 'đoanv?nh?u', 'viettel', 'dallasmavericks', 'mavericksvsgswarriorsfullgamehighlights', 'warriorsvsmavericks', 'gswvscavs', 'warriorsvscavaliersfullgamehighlights', 'cavaliersvswarriorsfullgamehighlights', 'goldenstatevscleveland', 'goldenstatewarriorsvsdallasmavericksfullgamehighlights', 'gswarriorsvsmavericksfullgamehighlights', 'mavericks', 'mavericksvswarriors', 'goldenstatewarriorsvsdallasmaverickshighlights', 'goldenstatevsdallas', 'clevelandcavaliersvsgoldenstatewarriorshighlights', 'cavaliersvsgswarriorsfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'clevelandvsgoldenstate', 'durantvslebron', 'curryvslebron', 'goldenstatewarriorsvsclevelandcavaliers', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vi?tnam-u23iraq', 'v11', 'valenciavsbarcelonahighlights', 'valenciavsbarcelonaallgoals', 'valenciavsbarcelona0-2', 'valenciahighlights', 'valenciavsbarcelona2018', 'valenciavsbarcelona', 'raptorsvscavsgame2', 'cavaliersvsraptorsgame1', 'raptorsvscavaliersgame2', 'cavaliersvsraptorsgame2', 'cover', 'cavaliersvsceltics', 'celticsvscavaliers', '이승우vsac밀란', 'celticsvsbucks', 'bostoncelticsvsmilwaukeebuckshighlights', 'celticsvscavaliersgame2', 'milwaukeevsboston', 'celticsvsbucksgame4', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'bucksvscelticsgame4', 'bostoncelticsvsmilwaukeebucksfullgamehighlights', 'cavaliersvscelticsgame2', 'raptorsvscavsgame4fullgamehighlights', '2019finalsgame3cavswarriorsfullhighlights', 'milwaukeebucksvsbostoncelticshighlights', 'thiagosilva', 'pacersvscavaliersgame5', 'cavaliersvspacersgame5', 'bucksvsceltics', 'goldenstatewarriorsvshoustonrocketshighlights', 'warriorsvsrocketsgame1', 'rocketsvswarriorsgame1', 'rocketsvsgswarriorsfullgamehighlights', 'gswarriorsvsrocketsfullgamehighlights', 'bostonvsmilwaukee', 'goldenstatewarriorsvshoustonrocketsfullgamehighlights', 'goldenstatevshouston', '독상tv', 'spursvswarriorsgame5highlights', 'warriorsvsspursgame5', 'spursvswarriorsgame5', 'sixersvscelticsfullgamehighlights', 'bostoncelticsvsphiladelphiasixershighlights', 'sixersvscelticsgame3', 'celticsvssixersgame3', 'bostonvsphiladelphia', 'pelicansvswarriorsgame1', 'warriorsvspelicansgame1', 'bostoncelticsvsphiladelphiasixersfullgamehighlights', 'goldenstatevspelicans', 'celticsvssixersfullgamehighlights', 'game7houstonrocketsvsgoldenstate', 'kevindurant', 'warriorsvsrocketsgame7highlights', 'pacersvscavaliers', 'spursvsgswarriors', 'cavaliersvswarriorsgame1', 'warriorsvscavaliersgame1', 'cavsvswarriors', 'warriorsvspelicansgame2', 'pelicansvswarriorsgame2', 'warriorsvsnets', 'kingsvscavaliers', 'clevelandcavaliersvssacramentokingshighlights', 'goldenstatewarriorsvsnewyorkknickshighlights', 'gswarriorsvsknicks', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'gswarriorsvsknicksfullgamehighlights', 'knicksvswarriors', 'cavaliersvskings', 'clevelandcavaliersvssacramentokingsfullgamehighlights', 'everyday', 'cavsvskings', 'cavaliersvskingsfullgamehighlights', 'goldenstatevsknicks', 'knicksvsgswarriorsfullgamehighlights', '#u23vi?tnam', '#vietnamhighlights', '#vi?tnamwinqatar', '#vi?tnamwin', 'cavaliersvsmagicfullgamehighlights', 'clevelandcavaliersvsorlandomagicfullgamehighlights', 'magicvscavaliers', 'magicvscavaliersfullgamehighlights', 'cavaliersvsmagic', 'cavsvsmagic', 'clevelandvsorlando', 'clevelandcavaliersvsorlandomagichighlight', 'mv', 'version', 'celticsvsgswarriorsfullgamehighlights', 'bostoncelticsvsgoldenstatewarriorsfullgamehighlights', 'gswarriorsvscelticsfullgamehighlights', 'kingsvscavaliersfullgamehighlights', 'clevelandvssacramento', 'cavsvsgsw', 'gswarriorsvsbulls', 'warriorsvsbullsfullgamehighlights', 'bullsvsgswarriors', 'goldenstatewarriorsvschicagobullshighlights', 'bullsvswarriorsfullgamehighlights', 'goldenstatevschicago', 'goldenstatewarriorsvschicagobullsfullgamehighlights', '글로리tv', 'hlvpark', 'arsenalvschelsea', 'viet', 'u23vietnamvsu23hanquoc', 'barcelonavsceltavigo', 'grolytv', 'everton', 'barcelona4celtavigo0', 'barcelonavsceltavigo4-0allgoals&highlights', 'celtavigovsbarcelona0-4highlights', 'celtavigovsbarcelonahighlights', 'hawksvscavaliersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', '76ersvscavaliers', 'sixersvscavaliers', 'sixersvscavaliersfullgamehighlights', 'clevelandvsphiladelphia', 'cavaliersvssixers', 'cavaliersvssixersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixershighlights', 'sacksonville', 'jacksonville', '대한민국vs북한', 'cavaliersvsthunder', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'thundervscavaliersfullgamehighlights', 'cavsvsthunder', 'cavaliersvsthunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'clevelandvsoklahomacity', '동아시안컵대한민국vs북한', 'videobongda', 'toanc?nhchi?nth?ngl?chs?c?au23vi?tnam', 'u23vi?tnamvaobank?tu23chaua', 'u23vietnamlamnenl?chs?', 'u23vietnamvsu23iraq', 'phanv?nđ?c', 'vinh', 'cavsvsraptors', 'liverpoolvssouthampton3-0', 'liverpoolvssouthampton', 'raptorsvscavaliers', 'cavaliersvsraptors', 'atleticomadridvsrealmadrid0-0', 'atleticomadridvsrealmadridallgoals', 'atleticovsreal0-0', 'atleticomadridvsrealmadrid2017', 'atleticomadridvsrealmadrid', 'atleticovsreal', 'atleticomadridvsrealmadridhighlights', 'cavaliersvsknicksfullgamehighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'cavsvsknicks', 'clevelandvsnewyork', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights', 'gswarriorsvshawksfullgamehighlights', 'hawksvsgswarriorsfullgamehighlights', 'warriorsvshawks', 'goldenstatewarriorsvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights', 'goldenstatevsatlanta', 'hawksvswarriors', 'cavaliersvsknicks', 'cavaliersvshornetsfullgamehighlights', 'clevelandvscharlotte', 'cavaliersvshornets', 'cavsvshornets', 'clevelandcavaliersvscharlottehornetshighlights', 'clevelandcavaliersvscharlottehornetsfullgamehighlights', 'congvinh', 'hlvnguy?nđ?cth?ng', 'vcf', 'valenciacf', 'liverpoolvschelsea2017', 'liverpoolvschelsea1-1', 'liverpoolvschelsea', 'anhđ?cvuaphal??i', 'hlvtr?nbinhs?', 'goldenstatewarriorsvsmiamiheatfullgamehighlights', 'heatvswarriors', 'warriorsvsheatfullgamehighlights', 'gswarriorsvsheat', 'goldenstatevsmiami', 'warriorsvsheat', 'goldenstatewarriorsvsmiamiheathighlights', 'chelseavsbarcelona', 'nuggetsvscavaliersfullgamehighlights', 'cavaliersvsnuggets', 'cavsvsnuggets', 'clevelandvsdenver', 'nuggetsvscavaliers', 'clevelandcavaliersvsdenvernuggetshighlights', 'clevelandcavaliersvsdenvernuggetsfullgamehighlights', 'cavaliersvsnuggetsfullgamehighlights', 'denvernuggets', 'netsvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsbrooklynnetshighlights', 'goldenstatevsbrooklyn', 'goldenstatewarriorsvsbrooklynnetsfullgamehighlights', 'hoanganhgialaivsb.binhd??ng', 'nuticafevleague2018', 'v-league2018', 'vong1', 'v?nh?u', 'realmadridvsatletico0-0', 'tr?cti?p|hoanganhgialaivsb.binhd??ng', 'gswarriorsvsnetsfullgamehighlights', 'netsvswarriors', 'qu?ngnamvođ?ch', 'liverpoolchelsea', 'vođ?chvleague', 'vong26']"
ranking,1,0,[]
manchesterunited,1,0,[]
미나,1,1,['미나토자키사나']
샤샤샤,1,0,[]
트와이스미사모쯔,1,0,[]
likey,1,0,[]
celticsvsgswarriorsfullgamehighlights,1,0,[]
bostoncelticsvsgoldenstatewarriorsfullgamehighlights,1,0,[]
gswarriorsvscelticsfullgamehighlights,1,0,[]
twiceforeigner,1,0,[]
likewooahh,1,0,[]
미사모,1,3,"['미사모쯔한국어', '트와이스미사모쯔', '미사모쯔']"
박항서훈장,1,0,[]
베트남강독,1,0,[]
cheerup,1,0,[]
트와이스한국어,1,0,[]
japan,1,4,"['koreajapan2017', 'koreajapan4-1', 'koreajapan', 'japanese']"
설렌다me,1,0,[]
한글날트와이스,1,0,[]
애교사나,1,0,[]
twice,1,1,['twiceforeigner']
kingsvscavaliersfullgamehighlights,1,0,[]
clevelandvssacramento,1,0,[]
버스축구,1,0,[]
cavsvsgsw,1,0,[]
ゴ?ルハイライト,1,0,[]
거번배트,1,0,[]
카본배트,1,0,[]
알루미늄배트,1,0,[]
야구배트,1,0,[]
stay,1,1,['stayhighlights']
stayhighlights,1,0,[]
아마추어,1,0,[]
델리알일손흥민핸드쉐이크,1,0,[]
수원블루윙즈,1,0,[]
amateur,1,0,[]
수원,1,1,['수원블루윙즈']
축구하이라이트,1,0,[]
축구영상,1,0,[]
헤리케인손흥민,1,0,[]
손델리에,1,0,[]
gswarriorsvsbulls,1,0,[]
warriorsvsbullsfullgamehighlights,1,0,[]
bullsvsgswarriors,1,0,[]
chicagobulls,1,2,"['goldenstatewarriorsvschicagobullshighlights', 'goldenstatewarriorsvschicagobullsfullgamehighlights']"
ウイイレ,1,0,[]
nh?pđ?p360đ?th?thao,1,0,[]
fifa,1,0,[]
ウイニングイレブン,1,0,[]
bank?t,1,2,"['bank?tu23chaua', 'u23vi?tnamvaobank?tu23chaua']"
サッカ?,1,1,['eaffe-1サッカ?選手?']
日本代表,1,0,[]
日本語,1,0,[]
pes,1,1,['dudeperfectstereotypes']
?況,1,1,['全ゴ?ル&?況ハイライト']
goldenstatewarriorsvschicagobullshighlights,1,0,[]
bullsvswarriorsfullgamehighlights,1,0,[]
goldenstatevschicago,1,0,[]
bulls,1,7,"['gswarriorsvsbulls', 'warriorsvsbullsfullgamehighlights', 'bullsvsgswarriors', 'chicagobulls', 'goldenstatewarriorsvschicagobullshighlights', 'bullsvswarriorsfullgamehighlights', 'goldenstatewarriorsvschicagobullsfullgamehighlights']"
goldenstatewarriorsvschicagobullsfullgamehighlights,1,0,[]
에릭센델리알리,1,0,[]
글로리tv,1,0,[]
손흥민스토크,1,2,"['손흥민스토크시티', '손흥민스토크전']"
매너,1,0,[]
k?t,1,5,"['bank?t', 'bank?tu23chaua', 'u23vi?tnamvaobank?tu23chaua', 'chungk?tcupqu?cgia', 'chungk?tcupqu?cgias?thienthanh2017']"
u23chaua,1,3,"['u23chaua2018', 'bank?tu23chaua', 'u23vi?tnamvaobank?tu23chaua']"
hlvpark,1,0,[]
jackiemt,1,0,[]
footballfights,1,0,[]
fights,1,1,['footballfights']
angrymoments,1,0,[]
친구,1,0,[]
손흥민신기록,1,0,[]
friend,1,1,['familyfriendly']
messi,1,2,"['lionelmessi', 'messigoal']"
화해,1,0,[]
사과,1,0,[]
????????????????????????????????????????2-2-???????????????-?????????????,1,0,[]
arsenalvschelsea,1,0,[]
arsenal,1,1,['arsenalvschelsea']
viet,1,9,"['vietnamfootball', 'vietnam', 'u23vietnam', 'vietnamsoccer', 'viettel', '#vietnamhighlights', 'u23vietnamvsu23hanquoc', 'u23vietnamlamnenl?chs?', 'u23vietnamvsu23iraq']"
u23hanquoc,1,1,['u23vietnamvsu23hanquoc']
u23vietnamvsu23hanquoc,1,0,[]
barcelonavsceltavigo,1,1,['barcelonavsceltavigo4-0allgoals&highlights']
토트넘공격진,1,0,[]
grolytv,1,0,[]
델리알리손흥민,1,0,[]
헤리케인델리알리,1,0,[]
손흥민토트넘골,1,0,[]
gloryhd,1,0,[]
손흥민중거리슛,1,0,[]
에릭센손흥민,1,0,[]
글로리hd,1,0,[]
harrykanegoal,1,0,[]
everton,1,0,[]
barcelona4celtavigo0,1,0,[]
barcelonavsceltavigo4-0allgoals&highlights,1,0,[]
celtavigovsbarcelona0-4highlights,1,0,[]
celtavigovsbarcelonahighlights,1,0,[]
360đ?th?thao,1,1,['nh?pđ?p360đ?th?thao']
解?,1,0,[]
hawksvscavaliersfullgamehighlights,1,0,[]
clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights,1,0,[]
76ersvscavaliers,1,0,[]
sixersvscavaliers,1,1,['sixersvscavaliersfullgamehighlights']
sixersvscavaliersfullgamehighlights,1,0,[]
clevelandvsphiladelphia,1,0,[]
catch,1,0,[]
cavaliersvssixers,1,1,['cavaliersvssixersfullgamehighlights']
cavaliersvssixersfullgamehighlights,1,0,[]
run,1,3,"['homerun', 'brunei', 'manchesterunited']"
u23uzbekistan,1,0,[]
clevelandcavaliersvsphiladelphiasixershighlights,1,0,[]
sp:dt=2018-01-21t15:05:00-05:00,1,0,[]
리영철,1,1,['리영철자책골']
postgamehighlights,1,0,[]
자책골,1,2,"['리영철자책골', '북한자책골']"
sacksonville,1,0,[]
리영철자책골,1,0,[]
76ers,1,1,['76ersvscavaliers']
jags,1,0,[]
amendolas,1,0,[]
jaguars,1,0,[]
손흥민활약,1,0,[]
손흥민스토크시티,1,0,[]
인터뷰,1,8,"['인터뷰논란', '김보름인터뷰', '정현인터뷰번역', '정현인터뷰해석', '정현인터뷰', '팀추월인터뷰', '김보름인터뷰논란', '류현진인터뷰']"
손흥민스토크전,1,0,[]
조코비치정현,1,0,[]
patshighlights,1,0,[]
recap,1,0,[]
bortles,1,0,[]
sp:ti:away=jax,1,0,[]
patswin,1,0,[]
champions,1,6,"['worldchampionship', 'worldwomen’schampionshipswomen’sworldchampionship', 'championships', 'afcchampionsleague', 'championship', 'championsleage']"
playoffs,1,6,"['nbaplayoffs', '2018nbaplayoffs', '2018playoffs', 'nbaplayoffsround2', 'nbaplayoffsconferencesemifinals', 'nbaplayoffsround1']"
conference,1,1,['nbaplayoffsconferencesemifinals']
jacksonville,1,0,[]
huge,1,0,[]
대한민국vs북한,1,1,['동아시안컵대한민국vs북한']
sprint,1,0,[]
rafanadal,1,0,[]
mua,1,0,[]
th?,1,8,"['banth?ngđ?p', 'th?thao247', 'nh?pđ?p360đ?th?thao', '360đ?th?thao', '?nt??ngth?thao7ngay', 'toanc?nhchi?nth?ngl?chs?c?au23vi?tnam', 'nguy?nđ?cth?ng', 'hlvnguy?nđ?cth?ng']"
đau,1,0,[]
đi,1,7,"['sanm?đinhhan?ikho?ng', 'm?đinhhan?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng', 'traogi?it?isanm?đinh', 'sanm?đinhhan?ikho?ng45', 'chuđinhnghiem', 'đinhtr?ng']"
cavaliersvsthunder,1,1,['cavaliersvsthunderfullgamehighlights']
oklahomacity,1,7,"['oklahomacitythunder', 'oklahomacityvsgoldenstate', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'clevelandvsoklahomacity']"
clevelandcavaliersvsoklahomacitythunderfullgamehighlights,1,0,[]
thundervscavaliersfullgamehighlights,1,0,[]
cavsvsthunder,1,0,[]
cavaliersvsthunderfullgamehighlights,1,0,[]
oklahomacitythundervsclevelandcavaliershighlights,1,0,[]
clevelandvsoklahomacity,1,0,[]
okc,1,3,"['gswarriorsvsokcthunderfullgamehighlights', 'okcthundervsgswarriorsfullgamehighlights', 'okcthunder']"
북한,1,3,"['대한민국vs북한', '북한자책골', '동아시안컵대한민국vs북한']"
북한자책골,1,0,[]
m-150cup,1,0,[]
minh,1,2,"['minhv??ng', 'tph?chiminh']"
b?,1,3,"['nh?tb?n', 'b?ntin', 'b?ntinbongđa']"
nadal,1,2,"['rafanadal', 'rafaelnadal']"
?i,1,26,"['đ?ituy?nvi?tnam', 'han?i', 'quangh?i', 'đ?ituy?nu23vi?tnam', 'danhsachđ?ituy?nqu?cgia', 'h?iphong', 'nguy?nquangh?i', 'sanm?đinhhan?ikho?ng', 'kho?ng45tri?ung??i', 'traogi?i', 'han?ikho?ng45tri?ung??i', 'traogi?it?isanm?', 'n?ikho?ng45tri?ung??i', 'han?ikho?ng45', 'm?đinhhan?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng', 'traogi?it?i', '45tri?ung??i', 'traogi?it?isanm?đinh', 'traogi?it?isan', 'sanm?đinhhan?ikho?ng45', 'qu?ng?ch?i', 'h?ihuy', 'đ?itr??nganhđ?c', 'anhđ?cvuaphal??i', 'han?ifc']"
rafaelnadal,1,0,[]
동아시안컵대한민국vs북한,1,0,[]
hyeonchung,1,0,[]
bank?tu23chaua,1,1,['u23vi?tnamvaobank?tu23chaua']
b?ntinbongđa,1,0,[]
?nt??ngth?thao7ngay,1,0,[]
chi?ntichl?chs?,1,0,[]
bongđatoday,1,0,[]
videobongda,1,0,[]
ketquabongda,1,0,[]
tructiepbongda,1,0,[]
toanc?nhchi?nth?ngl?chs?c?au23vi?tnam,1,0,[]
u23vi?tnamvaobank?tu23chaua,1,0,[]
u23vietnamlamnenl?chs?,1,0,[]
u23vietnamvsu23iraq,1,0,[]
사나버전,1,0,[]
킬링파트,1,0,[]
두근두근두근,1,0,[]
phanv?nđ?c,1,0,[]
h?tu?ntai,1,0,[]
h?kh?cng?c,1,0,[]
phanthanhhung,1,0,[]
ph?mm?nhhung,1,0,[]
h?phuct?nh,1,0,[]
nguy?nđ?cth?ng,1,1,['hlvnguy?nđ?cth?ng']
osmar,1,0,[]
qu?ng?ch?i,1,0,[]
복싱스파링,1,0,[]
eydison,1,0,[]
m?,1,10,"['sanm?đinhhan?ikho?ng', 'traogi?it?isanm?', 'm?đinhhan?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng', 'traogi?it?isanm?đinh', 'sanm?đinhhan?ikho?ng45', 'ph?mm?nhhung', 'nguyenm?nh', 'ph?mxuanm?nh', 'duym?nh']"
vinh,1,2,"['lecongvinh', 'congvinh']"
nguyenm?nh,1,0,[]
h?ihuy,1,0,[]
olaha,1,0,[]
ph?mxuanm?nh,1,0,[]
extendedhighlights,1,0,[]
cavsvsraptors,1,0,[]
liverpoolvssouthampton3-0,1,0,[]
liverpoolvssouthampton,1,1,['liverpoolvssouthampton3-0']
하하,1,0,[]
유재석,1,0,[]
조세호,1,0,[]
김태호,1,0,[]
죄와길,1,0,[]
서장훈,1,0,[]
로드벤슨,1,0,[]
파스코,1,0,[]
이상민,1,0,[]
허웅,1,0,[]
차재영,1,0,[]
이정현,1,0,[]
raptorsvscavaliers,1,2,"['raptorsvscavaliersfullgamehighlights', 'raptorsvscavaliersgame2']"
cavaliersvsraptors,1,3,"['cavaliersvsraptorsfullgamehighlights', 'cavaliersvsraptorsgame1', 'cavaliersvsraptorsgame2']"
3-0,1,1,['liverpoolvssouthampton3-0']
박현성관장님,1,0,[]
박현성,1,6,"['박현성관장님', '복싱박현성', '박현성피닉스', '박현성복싱', '피닉스박현성', '박현성링']"
nbabstory,1,0,[]
griezmann,1,0,[]
allgoals,1,4,"['allgoals&highlightscommentary', 'valenciavsbarcelonaallgoals', 'barcelonavsceltavigo4-0allgoals&highlights', 'atleticomadridvsrealmadridallgoals']"
southampton,1,2,"['liverpoolvssouthampton3-0', 'liverpoolvssouthampton']"
atleticomadrid,1,6,"['atleticomadridvsrealmadrid0-0', 'atleticomadridhighlights', 'atleticomadridvsrealmadridallgoals', 'atleticomadridvsrealmadrid2017', 'atleticomadridvsrealmadrid', 'atleticomadridvsrealmadridhighlights']"
atleticomadridvsrealmadrid0-0,1,0,[]
atleticomadridhighlights,1,0,[]
atleticomadridvsrealmadridallgoals,1,0,[]
atleticovsreal0-0,1,0,[]
atleticomadridvsrealmadrid2017,1,0,[]
복싱박현성,1,0,[]
atleticomadridvsrealmadrid,1,4,"['atleticomadridvsrealmadrid0-0', 'atleticomadridvsrealmadridallgoals', 'atleticomadridvsrealmadrid2017', 'atleticomadridvsrealmadridhighlights']"
atleticovsreal,1,1,['atleticovsreal0-0']
0-0,1,5,"['sp:dt=2018-02-04t18:30:00-05:00', 'sp:dt=2018-01-21t15:05:00-05:00', 'atleticomadridvsrealmadrid0-0', 'atleticovsreal0-0', 'realmadridvsatletico0-0']"
benzema,1,0,[]
??,1,48,"['congph??ng', 'xuantr??ng', '?????', '??????', '????????????????????????????????', '????????????', '???????', '????????????????????', '?????????', '??????????', '????????', '中?男足9日首???', 'ロサンゼルス?ギャラクシ??像', 'hlvtr??ng', '????????????????', '???????????????', '??????????????', '???????????', '????????????????46', '????????2018', '??????????32', 'binhd??ng', 'minhv??ng', '???????????????????', 'hoaph??ngđ?', '?????????????????', '????', 'nguy?ncongph??ng', 'kho?ng45tri?ung??i', 'han?ikho?ng45tri?ung??i', 'n?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng45tri?ung??i', '45tri?ung??i', '????????????????????????????????????????2-2-???????????????-?????????????', '?nt??ngth?thao7ngay', '??-??????', 'thientr??ng', '??????2017', '??????hd', '??????2017??????', '??????????????????', 'becamexbinhd??ng', 'đ?itr??nganhđ?c', 'anhđ?cvuaphal??i', '????????????????????????????1-1-??????????????-???????????????-???????????', 'hoanganhgialaivsb.binhd??ng', 'thanhl??ng', 'tr?cti?p|hoanganhgialaivsb.binhd??ng']"
atleticomadridvsrealmadridhighlights,1,0,[]
??-??????,1,2,"['????????????????????????????????????????2-2-???????????????-?????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
박현성피닉스,1,0,[]
복싱전국체전,1,0,[]
한국조폭,1,0,[]
복서위엄,1,0,[]
박현성복싱,1,0,[]
피닉스,1,3,"['박현성피닉스', '피닉스복싱', '피닉스박현성']"
격투기,1,1,['이종격투기']
엘리트복서,1,0,[]
복싱선수,1,0,[]
이종격투기,1,0,[]
권투선수,1,0,[]
피닉스복싱,1,0,[]
피닉스박현성,1,0,[]
박현성링,1,0,[]
복서,1,2,"['복서위엄', '엘리트복서']"
엘리트복싱,1,0,[]
복싱레전드,1,0,[]
복싱,1,9,"['복싱명장면', '복싱스파링', '복싱박현성', '복싱전국체전', '박현성복싱', '복싱선수', '피닉스복싱', '엘리트복싱', '복싱레전드']"
권투,1,1,['권투선수']
전진,1,0,[]
정준하,1,0,[]
무한도전,1,0,[]
의정부시,1,1,['의정부시체육회']
의정부시체육회,1,0,[]
실버라인댄스,1,0,[]
생활체육지도자,1,0,[]
노인체조,1,0,[]
실버체조,1,0,[]
대한체육회,1,0,[]
송산노인복지관,1,0,[]
thientr??ng,1,0,[]
정형돈,1,0,[]
namđ?nh,1,0,[]
brazil,1,0,[]
8강,1,5,"['베트남8강', '정현8강전', '정현8강', '8강전', '8강진출']"
세계,1,5,"['세계반응', '세계바둑', '세계신기록', '세계랭킹2위', '세계랭킹1위']"
cavaliersvsknicksfullgamehighlights,1,0,[]
clevelandcavaliersvsnewyorkknickshighlights,1,0,[]
cavsvsknicks,1,0,[]
경기도체육회,1,0,[]
건강체조,1,0,[]
오타니쇼헤이,1,0,[]
오타니3안타,1,0,[]
최종환,1,0,[]
송시우,1,0,[]
김정호,1,0,[]
losangelesangels,1,0,[]
silenttreatment,1,0,[]
debut,1,1,['zlatanibrahimovicdebut']
shoheiohtani,1,0,[]
first,1,0,[]
curtaincall,1,0,[]
레알마드리드유벤투스,1,0,[]
